ObservationId,UnitId,ZoneId,CategoryId,Date,Time,Observation,Recommendation,Remarks,RiskRating,StatusId,is_highlight,Image
OBS-0272,1,2,6,2024-11-17,07:51,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,High,2,1,IMG_0272.jpg
OBS-0273,7,15,7,2024-12-21,08:31,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Medium,2,0,IMG_0273.jpg
OBS-0274,8,17,5,2024-08-12,17:27,Fire extinguisher obstructed — not accessible within 5 seconds,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,High,2,1,IMG_0274.jpg
OBS-0275,8,18,5,2024-12-12,07:05,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Medium,3,0,IMG_0275.jpg
OBS-0276,5,10,8,2025-05-05,17:27,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,3,0,IMG_0276.jpg
OBS-0277,6,12,8,2024-07-22,17:55,Process deviation not logged within required timeframe,Restore interlock to operational state. Initiate full management of change process.,Reported by shift supervisor,Medium,2,0,IMG_0277.jpg
OBS-0278,7,14,5,2025-05-24,18:03,Hot work permit expired before task completion,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Low,2,0,IMG_0278.jpg
OBS-0279,6,13,6,2025-03-20,18:47,Worker observed at height without full body harness,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,High,1,0,IMG_0279.jpg
OBS-0280,7,15,1,2024-09-03,07:15,PPE not worn correctly — safety glasses missing at point of operation,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Reported by shift supervisor,Low,2,0,IMG_0280.jpg
OBS-0281,6,12,7,2025-04-17,06:38,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Low,2,0,IMG_0281.jpg
OBS-0282,6,12,6,2025-02-13,18:04,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,High,1,1,IMG_0282.jpg
OBS-0283,5,11,5,2024-11-05,07:01,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,Medium,2,0,IMG_0283.jpg
OBS-0284,8,17,7,2025-04-14,07:16,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Reported by shift supervisor,Medium,2,0,IMG_0284.jpg
OBS-0285,7,15,4,2025-05-10,10:44,Corroded bolts observed on critical flange joint,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Low,2,0,IMG_0285.jpg
OBS-0286,3,7,2,2024-09-08,07:28,Tools left unsecured on elevated platform above active work area,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,3,0,IMG_0286.jpg
OBS-0287,7,15,2,2025-06-15,11:42,Oil spill on walkway not cleaned within acceptable timeframe,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,2,0,IMG_0287.jpg
OBS-0288,8,18,9,2024-11-26,10:54,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Low,4,0,IMG_0288.jpg
OBS-0289,3,6,6,2025-03-18,09:07,Worker observed at height without full body harness,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,High,4,0,IMG_0289.jpg
OBS-0290,7,16,1,2025-01-01,14:36,No high-visibility vest during vehicle movement area crossing,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Medium,2,0,IMG_0290.jpg
OBS-0291,2,5,10,2024-08-14,07:19,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Medium,4,0,IMG_0291.jpg
OBS-0292,7,16,9,2025-01-27,18:26,Minor hydrocarbon sheen observed near stormwater drain,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Medium,2,0,IMG_0292.jpg
OBS-0293,2,5,6,2025-05-25,07:28,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0293.jpg
OBS-0294,6,12,3,2025-04-09,16:37,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,High,1,1,IMG_0294.jpg
OBS-0295,8,17,1,2024-09-02,14:09,No high-visibility vest during vehicle movement area crossing,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,High,1,1,IMG_0295.jpg
OBS-0296,4,8,6,2025-03-23,10:54,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,High,2,1,IMG_0296.jpg
OBS-0297,4,9,3,2025-05-17,10:39,Exposed wiring on junction box — protective covers missing,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,High,2,1,IMG_0297.jpg
OBS-0298,8,19,10,2024-09-17,08:42,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Low,2,0,IMG_0298.jpg
OBS-0299,5,11,10,2024-07-22,06:05,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Medium,2,0,IMG_0299.jpg
OBS-0300,8,19,5,2025-05-30,09:49,Fire extinguisher obstructed — not accessible within 5 seconds,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,High,1,1,IMG_0300.jpg
OBS-0301,7,16,9,2024-11-26,16:19,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,High,1,1,IMG_0301.jpg
OBS-0302,6,13,5,2025-02-18,07:44,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,High,1,1,IMG_0302.jpg
OBS-0303,7,15,4,2024-12-22,15:09,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,High,2,1,IMG_0303.jpg
OBS-0304,6,12,7,2024-09-05,18:23,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,High,2,1,IMG_0304.jpg
OBS-0305,7,15,2,2024-11-14,13:15,Oil spill on walkway not cleaned within acceptable timeframe,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,2,0,IMG_0305.jpg
OBS-0306,5,10,7,2025-05-12,12:15,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Reported by shift supervisor,Critical,3,0,IMG_0306.jpg
OBS-0307,8,19,6,2024-10-06,18:10,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,1,0,IMG_0307.jpg
OBS-0308,7,15,8,2024-12-05,13:01,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Low,4,0,IMG_0308.jpg
OBS-0309,8,17,8,2024-11-01,09:37,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,1,1,IMG_0309.jpg
OBS-0310,7,16,5,2025-04-01,06:54,Fire extinguisher obstructed — not accessible within 5 seconds,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Low,2,0,IMG_0310.jpg
OBS-0311,4,9,6,2025-01-23,11:02,Worker observed at height without full body harness,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,High,1,1,IMG_0311.jpg
OBS-0312,6,12,9,2024-11-25,07:24,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Medium,2,0,IMG_0312.jpg
OBS-0313,4,9,10,2025-06-14,15:07,Emergency assembly point signage obscured by stored materials,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Medium,2,0,IMG_0313.jpg
OBS-0314,6,13,6,2024-12-21,14:23,Worker observed at height without full body harness,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,Medium,2,0,IMG_0314.jpg
OBS-0315,8,17,7,2025-03-14,06:02,SDS not available at point of use for newly introduced chemical,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Reported by shift supervisor,Critical,1,1,IMG_0315.jpg
OBS-0316,8,17,8,2024-09-15,15:57,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Low,3,0,IMG_0316.jpg
OBS-0317,5,11,3,2025-01-18,15:47,Electrical panel door left open and unattended in live area,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Medium,2,0,IMG_0317.jpg
OBS-0318,5,11,9,2025-03-18,14:31,Minor hydrocarbon sheen observed near stormwater drain,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,High,2,0,IMG_0318.jpg
OBS-0319,6,12,6,2025-06-10,07:26,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0319.jpg
OBS-0320,1,1,10,2025-02-28,10:41,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Reported by shift supervisor,Medium,2,0,IMG_0320.jpg
OBS-0321,8,19,4,2024-07-27,15:30,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,Critical,2,1,IMG_0321.jpg
OBS-0322,6,13,3,2025-06-14,09:02,Exposed wiring on junction box — protective covers missing,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,High,2,1,IMG_0322.jpg
OBS-0323,1,1,8,2024-12-08,12:09,Process deviation not logged within required timeframe,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,3,1,IMG_0323.jpg
OBS-0324,7,16,1,2025-06-27,08:33,PPE not worn correctly — safety glasses missing at point of operation,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Medium,2,0,IMG_0324.jpg
OBS-0325,7,16,9,2025-01-09,11:11,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Low,2,0,IMG_0325.jpg
OBS-0326,5,11,9,2024-12-29,16:49,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,High,2,0,IMG_0326.jpg
OBS-0327,4,9,10,2025-03-05,09:15,First aid kit contents found expired during routine check,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,Medium,2,0,IMG_0327.jpg
OBS-0328,4,8,5,2024-11-25,17:13,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Medium,1,0,IMG_0328.jpg
OBS-0329,5,11,8,2024-12-26,14:59,Process deviation not logged within required timeframe,Restore interlock to operational state. Initiate full management of change process.,Reported by shift supervisor,Medium,2,0,IMG_0329.jpg
OBS-0330,4,9,5,2024-09-01,15:43,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Medium,2,0,IMG_0330.jpg
OBS-0331,6,12,3,2024-11-26,06:18,Exposed wiring on junction box — protective covers missing,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Medium,4,0,IMG_0331.jpg
OBS-0332,6,12,8,2025-06-01,10:47,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,2,0,IMG_0332.jpg
OBS-0333,8,18,5,2025-04-14,17:17,Hot work permit expired before task completion,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,High,1,1,IMG_0333.jpg
OBS-0334,4,8,4,2024-07-26,16:57,Pressure relief valve past scheduled inspection date,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,High,1,1,IMG_0334.jpg
OBS-0335,2,4,7,2024-12-17,17:30,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Reported by shift supervisor,High,1,1,IMG_0335.jpg
OBS-0336,8,18,3,2025-01-25,16:59,Electrical panel door left open and unattended in live area,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,High,3,0,IMG_0336.jpg
OBS-0337,3,7,5,2024-12-12,10:41,Hot work permit expired before task completion,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,High,2,1,IMG_0337.jpg
OBS-0338,8,19,4,2025-03-31,17:46,Pressure relief valve past scheduled inspection date,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Medium,4,0,IMG_0338.jpg
OBS-0339,3,6,7,2024-09-29,06:53,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,High,2,1,IMG_0339.jpg
OBS-0340,5,10,1,2024-07-05,10:36,PPE not worn correctly — safety glasses missing at point of operation,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Low,3,0,IMG_0340.jpg
OBS-0341,5,10,8,2025-05-25,14:33,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Low,2,0,IMG_0341.jpg
OBS-0342,8,17,8,2024-11-17,09:51,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,2,1,IMG_0342.jpg
OBS-0343,4,9,3,2024-07-08,17:21,Electrical panel door left open and unattended in live area,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Low,2,0,IMG_0343.jpg
OBS-0344,3,7,3,2025-05-09,16:57,Temporary cable crossing walkway without appropriate protection,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Medium,2,0,IMG_0344.jpg
OBS-0345,8,17,6,2024-08-14,12:42,Worker observed at height without full body harness,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Low,2,0,IMG_0345.jpg
OBS-0346,7,16,6,2024-11-05,06:16,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0346.jpg
OBS-0347,4,9,6,2024-12-02,15:46,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0347.jpg
OBS-0348,6,12,4,2024-08-01,16:07,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,High,2,1,IMG_0348.jpg
OBS-0349,8,17,5,2025-06-19,07:40,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,Medium,2,0,IMG_0349.jpg
OBS-0350,6,12,10,2024-10-22,09:08,Emergency contact list outdated on safety notice board,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Logged during scheduled safety walk,High,2,1,IMG_0350.jpg
OBS-0351,6,12,7,2025-06-25,14:58,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Medium,1,0,IMG_0351.jpg
OBS-0352,3,7,4,2025-06-14,18:38,Pressure relief valve past scheduled inspection date,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Medium,1,0,IMG_0352.jpg
OBS-0353,8,17,8,2025-03-28,17:23,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,4,1,IMG_0353.jpg
OBS-0354,8,18,9,2024-10-12,15:34,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Medium,3,0,IMG_0354.jpg
OBS-0355,8,17,8,2024-08-29,16:13,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Reported by shift supervisor,Medium,2,0,IMG_0355.jpg
OBS-0356,2,3,9,2025-02-14,18:03,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Low,2,0,IMG_0356.jpg
OBS-0357,7,14,8,2025-04-15,06:35,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,2,0,IMG_0357.jpg
OBS-0358,1,1,7,2024-11-08,06:47,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Medium,4,0,IMG_0358.jpg
OBS-0359,1,2,7,2024-12-24,17:04,Chemical container unlabeled in secondary storage area,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Low,4,0,IMG_0359.jpg
OBS-0360,2,3,8,2024-07-17,10:26,Process deviation not logged within required timeframe,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,3,1,IMG_0360.jpg
OBS-0361,7,14,6,2025-01-12,13:55,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,Low,2,0,IMG_0361.jpg
OBS-0362,6,13,2,2025-06-15,16:55,Waste accumulated near emergency exit — blocking egress route,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,High,3,1,IMG_0362.jpg
OBS-0363,2,4,3,2025-04-02,12:33,Exposed wiring on junction box — protective covers missing,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Medium,3,0,IMG_0363.jpg
OBS-0364,1,1,1,2024-11-30,13:43,PPE not worn correctly — safety glasses missing at point of operation,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,High,3,0,IMG_0364.jpg
OBS-0365,4,8,4,2025-02-21,11:09,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,High,1,1,IMG_0365.jpg
OBS-0366,2,4,1,2025-06-04,12:39,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Reported by shift supervisor,High,3,0,IMG_0366.jpg
OBS-0367,4,8,4,2024-08-04,07:38,Pump coupling guard missing during active equipment operation,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,Medium,2,0,IMG_0367.jpg
OBS-0368,1,2,4,2024-07-23,12:28,Pressure relief valve past scheduled inspection date,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,Medium,3,0,IMG_0368.jpg
OBS-0369,1,2,3,2025-03-15,10:14,Electrical panel door left open and unattended in live area,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Medium,3,0,IMG_0369.jpg
OBS-0370,8,19,6,2025-04-22,15:49,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0370.jpg
OBS-0371,4,8,5,2024-09-12,16:33,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Medium,2,0,IMG_0371.jpg
OBS-0372,4,9,1,2025-04-12,15:56,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Reported by shift supervisor,Low,2,0,IMG_0372.jpg
OBS-0373,7,14,9,2025-03-11,06:22,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,High,3,0,IMG_0373.jpg
OBS-0374,5,11,7,2025-01-26,08:19,Improper disposal of chemical waste observed near drain,Label and segregate immediately. Conduct chemical inventory audit for this zone.,Logged during scheduled safety walk,Medium,2,0,IMG_0374.jpg
OBS-0375,7,16,4,2024-10-24,10:54,Corroded bolts observed on critical flange joint,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Low,2,0,IMG_0375.jpg
OBS-0376,1,2,9,2025-01-28,12:35,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,High,4,1,IMG_0376.jpg
OBS-0377,3,7,6,2025-05-28,07:59,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Medium,2,0,IMG_0377.jpg
OBS-0378,2,3,9,2024-10-06,06:17,Minor hydrocarbon sheen observed near stormwater drain,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,High,3,1,IMG_0378.jpg
OBS-0379,2,3,4,2025-04-27,17:42,Corroded bolts observed on critical flange joint,Raise work order for immediate inspection. Take equipment out of service if required.,Logged during scheduled safety walk,Medium,2,0,IMG_0379.jpg
OBS-0380,3,7,6,2024-12-03,06:13,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Reported by shift supervisor,Low,3,0,IMG_0380.jpg
OBS-0381,2,4,8,2024-11-02,17:38,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,2,0,IMG_0381.jpg
OBS-0382,8,18,6,2024-11-22,12:29,Scaffolding toe board missing on third level platform,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,High,3,1,IMG_0382.jpg
OBS-0383,6,12,9,2025-03-12,13:06,Solid waste disposed in non-designated area near bund,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Critical,2,0,IMG_0383.jpg
OBS-0384,3,7,6,2024-12-08,12:02,Worker observed at height without full body harness,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Low,3,0,IMG_0384.jpg
OBS-0385,2,5,1,2024-11-11,14:59,No high-visibility vest during vehicle movement area crossing,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Medium,3,0,IMG_0385.jpg
OBS-0386,7,14,5,2024-09-17,09:21,Fire extinguisher obstructed — not accessible within 5 seconds,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,High,3,1,IMG_0386.jpg
OBS-0387,7,16,9,2025-06-01,16:21,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,High,2,1,IMG_0387.jpg
OBS-0388,7,16,8,2024-09-25,17:50,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Low,1,0,IMG_0388.jpg
OBS-0389,8,18,8,2024-10-03,14:41,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,3,0,IMG_0389.jpg
OBS-0390,1,2,1,2025-01-28,08:53,Worker observed without safety helmet in designated hard hat area,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Low,2,0,IMG_0390.jpg
OBS-0391,2,5,1,2024-10-20,14:29,No high-visibility vest during vehicle movement area crossing,Issue corrective notice. Re-train personnel on mandatory PPE requirements for this zone.,Logged during scheduled safety walk,Medium,2,0,IMG_0391.jpg
OBS-0392,7,16,8,2024-07-09,06:34,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,2,0,IMG_0392.jpg
OBS-0393,1,1,9,2024-11-18,14:18,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,High,4,1,IMG_0393.jpg
OBS-0394,7,14,3,2024-08-24,07:33,Exposed wiring on junction box — protective covers missing,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Logged during scheduled safety walk,Medium,2,0,IMG_0394.jpg
OBS-0395,8,17,5,2024-12-29,10:50,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Medium,4,0,IMG_0395.jpg
OBS-0396,6,13,8,2025-04-16,09:44,Safety interlock bypassed without management of change approval,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,High,2,1,IMG_0396.jpg
OBS-0397,1,2,2,2025-01-24,12:24,Oil spill on walkway not cleaned within acceptable timeframe,Immediate cleanup required. Review and tighten housekeeping inspection schedule.,Logged during scheduled safety walk,Medium,2,0,IMG_0397.jpg
OBS-0398,1,1,3,2024-08-12,13:54,Electrical panel door left open and unattended in live area,Isolate circuit immediately. No re-energization until inspected and cleared by qualified electrician.,Reported by shift supervisor,Critical,3,1,IMG_0398.jpg
OBS-0399,2,4,9,2024-07-22,09:13,Stack emission visibly abnormal — not reported to control room,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Reported by shift supervisor,Low,2,0,IMG_0399.jpg
OBS-0400,8,19,8,2024-11-16,06:59,Equipment operating beyond design pressure limits,Restore interlock to operational state. Initiate full management of change process.,Logged during scheduled safety walk,Medium,4,0,IMG_0400.jpg
OBS-0401,8,18,10,2025-06-02,06:11,First aid kit contents found expired during routine check,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Reported by shift supervisor,Low,2,0,IMG_0401.jpg
OBS-0402,1,1,4,2025-04-27,08:48,Corroded bolts observed on critical flange joint,Raise work order for immediate inspection. Take equipment out of service if required.,Reported by shift supervisor,Medium,2,0,IMG_0402.jpg
OBS-0403,2,3,5,2024-09-22,15:15,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Logged during scheduled safety walk,Medium,2,0,IMG_0403.jpg
OBS-0404,8,18,6,2025-01-13,18:47,Ladder used beyond rated height without secondary anchor point,Issue stop-work order. Provide and verify proper fall protection before resuming at height.,Logged during scheduled safety walk,Low,4,0,IMG_0404.jpg
OBS-0405,2,3,9,2024-12-25,06:06,Minor hydrocarbon sheen observed near stormwater drain,Contain and isolate. Initiate environmental incident protocol and report to HSE officer.,Logged during scheduled safety walk,Medium,1,0,IMG_0405.jpg
OBS-0406,5,11,10,2025-05-11,15:25,First aid kit contents found expired during routine check,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Reported by shift supervisor,Low,3,0,IMG_0406.jpg
OBS-0407,1,1,5,2025-02-16,13:14,Smoke detector coverage gap identified in storage room,Clear obstruction immediately. Conduct full fire safety compliance walk of the unit.,Reported by shift supervisor,High,4,1,IMG_0407.jpg
OBS-0408,3,6,10,2025-06-04,12:05,First aid kit contents found expired during routine check,Update all emergency materials. Schedule emergency preparedness drill within 30 days.,Reported by shift supervisor,Low,2,0,IMG_0408.jpg
